fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.6,0.37,0.29,2.5,0.059,6,14,0.9958,3.16,0.52,9.6,5
7.8,0.34,0.43,2,0.063,40,54,0.9955,3.35,0.61,10.3,6
7.8,0.49,0.29,2.1,0.078,21,75,0.9978,3.26,0.59,9.4,5
10.6,0.31,0.43,3.4,0.088,16,31,0.9973,3.19,0.81,11,6
7.2,0.82,0.03,2.6,0.073,23,53,0.99656,3.51,0.62,9.8,6
7,0.49,0.26,2.9,0.09,31,68,0.99612,3.35,0.64,10.3,6
5.6,0.84,0,2.5,0.081,5,10,0.99258,3.25,0.59,12.4,6
9.4,0.33,0.3,5.6,0.069,10,37,0.99786,3.3,0.57,12,5
7.2,0.34,0.42,2.8,0.102,26,52,0.99633,3.32,0.52,10.4,5
8.3,0.7,0.24,2.2,0.1,5,15,0.9976,3.12,0.49,9.3,5
6,0.655,0.22,2.1,0.076,26,35,0.99489,3.36,0.62,10.3,6
10.2,0.22,0.24,2.4,0.095,6,22,0.9994,3.33,0.87,10.4,6
11.5,0.54,0.66,3,0.078,6,21,0.9997,3.08,0.62,9.2,5
8,1,0,2,0.09,3,14,0.99557,3.3,0.53,10.1,5
7.8,0.47,0.32,1.9,0.077,16,52,0.99552,3.38,0.65,9.2,5
6.8,0.66,0.08,2,0.1,18,77,0.99588,3.45,0.59,9.8,5
7.8,0.6,0.26,2,0.082,68,124,0.99675,3.26,0.52,9.9,5
10.6,0.41,0.24,3,0.087,10,47,0.9986,3.35,0.81,10.8,8
10,0.37,0.49,4.1,0.072,8,26,0.9994,3.17,0.65,10.6,5
7.2,0.34,0.42,2.5,0.082,12,90,0.99787,3.57,0.52,10.9,7
10.5,0.53,0.24,1.9,0.076,15,50,0.9978,3.18,0.61,9.3,5
7.6,0.75,0.01,2.8,0.079,23,44,0.99668,3.37,0.55,9.9,6
5.6,0.835,0.03,1.6,0.08,26,61,0.9927,3.48,0.54,12.3,8
7.9,0.54,0.23,1.7,0.086,28,139,0.9968,3.14,0.62,9.2,5
10.6,0.4,0.49,2.4,0.07,5,33,0.9988,3.17,0.44,9.4,6
8,0.685,0.25,2.3,0.117,17,61,0.99688,3.28,0.66,10.5,6
9.2,0.24,0.56,1.7,0.077,6,20,0.9979,3.07,0.56,9.4,6
10.6,0.63,0.24,2.4,0.1,6,23,0.9974,3.07,0.63,10.2,6
12,0.37,0.66,2,0.095,5,20,0.9986,3.05,0.77,10.8,7
8.3,0.22,0.49,1.9,0.076,5,17,0.9974,3.25,0.53,9.1,5
7.2,0.52,0.3,2.2,0.062,5,14,0.99492,3.42,0.89,12.5,7
7.5,0.66,0,2,0.065,4,11,0.99437,3.34,0.54,11.5,6
6.7,0.31,0.24,1.9,0.115,6,14,0.99656,3.41,0.87,10.4,7
7.6,0.52,0.35,2,0.097,21,49,0.9962,3.29,0.65,11.5,7
7.1,0.49,0.19,2.4,0.076,25,40,0.99418,3.39,0.62,11.2,7
6.7,0.53,0.09,1.7,0.166,26,45,0.99498,3.35,0.86,10,5
7.5,0.52,0.25,1.8,0.076,20,84,0.99593,3.15,0.49,9.8,5
8.2,0.36,0.4,2.3,0.08,17,40,0.99418,3.3,0.77,12.8,6
6.7,0.7,0,2.3,0.076,18,28,0.99467,3.55,0.54,11.4,5
7,0.52,0.24,2.2,0.062,35,53,0.99604,3.37,0.62,10.6,7
8.9,0.27,0.49,1.4,0.055,5,20,0.99586,3.31,0.63,10.3,5
7.2,0.28,0.32,2.1,0.08,23,57,0.99629,3.28,0.56,11.2,6
9.4,0.58,0.28,2.5,0.092,30,135,0.9984,3.38,0.6,9.6,6
8.4,0.54,0.37,2.4,0.076,25,85,0.99746,3.23,0.72,10.8,6
8.9,0.4,0.24,2.3,0.092,22,49,0.99682,3.21,0.51,9.5,5
7.7,0.49,0.3,3.6,0.061,3,13,0.9972,3.34,0.59,9.5,5
8.2,0.32,0.41,2.1,0.062,18,34,0.99506,3.33,0.77,10.3,7
9.3,0.885,0.48,2.1,0.1,5,18,0.9982,3.26,0.54,9.8,6
8.2,0.31,0.36,2.4,0.079,6,12,0.99444,3.27,0.62,12.6,6
7.9,0.56,0.35,2.1,0.079,21,64,0.99728,3.27,0.62,9.1,5
7.5,0.48,0.33,1.7,0.077,25,50,0.99535,3.31,1.12,10,7
7.2,0.88,0.03,2.2,0.066,18,38,0.996,3.53,0.58,10.7,6
7.5,0.26,0.4,1.7,0.049,8,16,0.99648,3.3,0.54,10.3,5
6.1,0.66,0,1.8,0.166,5,16,0.99558,3.56,0.56,9.2,5
8.6,0.5,0.4,1.4,0.058,5,10,0.99346,3.18,0.69,11.5,6
12.7,0.5,0.49,3.3,0.08,6,18,1.0002,3.19,0.48,9.5,5
8.8,0.35,0.5,1.7,0.074,5,14,0.99467,3.35,0.67,12,6
6.3,0.64,0,2.4,0.068,19,64,0.99574,3.42,0.67,11.7,5
7.6,0.43,0.31,1.9,0.076,31,54,0.99728,3.31,0.68,10,6
7.1,0.775,0.22,2,0.077,32,48,0.9948,3.29,0.54,11,7
9.6,0.59,0.31,2.2,0.077,21,92,0.9988,3.12,0.48,9.4,5
7.8,0.51,0.04,1.7,0.066,27,53,0.99568,3.26,0.68,9.8,5
12.8,0.5,0.49,2.7,0.082,6,19,1.0002,3.19,0.5,9.2,7
7.1,0.76,0,1.4,0.084,29,55,0.9982,3.45,1.1,9.4,5
9.1,0.56,0.16,2,0.079,15,49,0.9996,3.24,0.91,10.5,6
8.1,0.785,0,2.05,0.064,26,35,0.99576,3.38,0.58,11.2,7
9,0.36,0.49,3.2,0.082,8,18,0.99652,3.46,0.87,9.5,7
6.2,0.48,0.2,1.7,0.11,11,44,0.9957,3.61,0.67,9.2,5
7.1,0.36,0.3,1.8,0.082,12,19,0.99464,3.39,0.48,10,6
9.3,0.42,0.39,2.5,0.07,36,46,0.99652,3.47,0.73,10.1,5
11.5,0.35,0.53,2.6,0.071,5,15,0.9982,3.1,0.65,10.4,8
8.7,0.24,0.31,2.1,0.08,25,46,0.99692,3.25,0.87,10.2,5
7.3,0.64,0.19,2,0.086,19,58,0.9974,3.59,0.62,9.8,5
13,0.35,0.53,4.5,0.101,8,17,1.0018,3.2,0.77,12,6
12.8,0.41,0.66,3.6,0.106,6,21,0.9996,3.2,0.67,11.2,7
7.3,0.59,0.3,2.2,0.072,31,68,0.99786,3.47,0.72,9.4,5
7.9,0.76,0.24,2.2,0.226,19,58,0.99688,3.22,0.46,9.2,3
7.9,0.6,0.26,1.7,0.074,32,141,0.99622,3.21,0.51,9.9,5
7.7,0.635,0.1,2,0.08,25,67,0.99557,3.37,0.69,9.4,5
15.5,0.645,0.49,3.3,0.095,11,35,1.00315,2.92,0.62,12,6
9.4,0.78,0.26,2.2,0.097,21,102,0.99785,3.27,0.52,9.7,5
7.5,0.57,0.02,1.8,0.076,24,94,0.9961,3.38,0.52,9.5,5
8.3,0.35,0.49,6.2,0.084,7,47,1.0004,3.26,0.63,11.5,5
8.3,0.38,0.38,2,0.07,34,53,0.99581,3.27,0.77,10.4,7
9.9,0.36,0.53,2.1,0.071,25,64,0.99492,3.27,0.81,12.8,6
10.7,0.38,0.32,2.1,0.081,12,70,0.99408,3.28,0.72,12.4,7
6.5,0.69,0,2.3,0.076,19,46,0.9956,3.54,0.86,12,7
6.8,0.84,0.03,1.6,0.054,18,49,0.9958,3.36,0.56,10.7,8
10,0.55,0.17,3.4,0.073,10,24,0.9982,3.17,0.53,9.5,5
7.6,0.46,0.24,2.1,0.077,25,99,0.9964,3.39,0.59,10.9,5
7.8,0.69,0.06,1.8,0.078,31,38,0.99504,3.39,0.93,11.9,6
8.9,0.31,0.37,2.5,0.079,8,19,0.99538,3.26,0.85,12.5,7
8,0.22,0.35,1.7,0.067,4,8,0.99855,3.28,0.77,10.2,8
8.9,0.43,0.39,2.1,0.093,16,42,0.99652,3.35,0.52,12.9,6
11.5,0.6,0.53,2.6,0.085,15,27,0.9988,3.15,0.81,11.06666667,7
7.4,0.49,0.28,2.5,0.093,20,49,0.99538,3.34,0.81,12.5,6
11.4,0.39,0.53,2.2,0.107,6,13,0.9968,3.15,0.69,11.8,6
8.7,0.32,0.25,1.8,0.086,12,18,0.99419,3.43,0.65,10.1,7
7.8,0.6,0.32,1.9,0.089,31,66,0.99616,3.26,0.69,9.2,5
8.9,0.655,0.12,2.3,0.099,5,33,0.99492,3.36,0.58,11.6,6
8.5,0.4,0.17,1.8,0.063,24,54,0.99925,3.31,0.56,12,7
6,0.49,0.23,2.4,0.075,13,49,0.99728,3.52,0.6,9.5,5
8.3,0.48,0.32,3.2,0.082,21,46,0.99633,3.16,0.82,11.7,7
8.3,0.54,0.26,2.5,0.094,23,144,0.99786,3.26,0.55,9.6,5
15.9,0.315,0.49,4.1,0.194,8,46,1.00289,3.14,0.85,11.3,6
7.1,0.64,0.17,2.8,0.083,27,67,0.99632,3.44,0.59,9.5,6
7,0.6,0.08,2.5,0.071,31,67,0.99584,3.42,0.54,9.4,5
9.1,0.34,0.45,2,0.082,6,15,0.9994,2.94,0.74,9.7,6
8.1,0.43,0.5,2.3,0.062,13,30,0.99572,3.27,0.69,11.3,7
8.1,0.965,0.1,2.5,0.07,13,27,0.99562,3.17,0.47,10.9,6
11.9,0.61,0.3,8.2,0.075,12,77,0.9994,3.19,0.68,10.2,6
7.9,0.6,0.26,2,0.087,23,121,0.9968,3.21,0.49,9.8,5
6.1,0.63,0.15,2,0.066,5,33,0.99182,3.59,0.53,12.2,5
11.6,0.18,0.49,2.5,0.059,5,14,0.9996,3.24,0.64,10.3,6
8,0.655,0.1,2.1,0.073,29,46,0.99706,3.27,0.55,10.6,6
5.6,0.82,0,2.7,0.05,13,28,0.9934,3.51,0.74,12.4,7
7.6,0.46,0.29,2.1,0.075,10,37,0.99294,3.31,0.63,12.1,6
6,0.57,0,2,0.063,23,44,0.9958,3.45,0.73,10.5,6
7.8,0.725,0.05,1.8,0.074,6,16,0.9962,3.41,0.39,10.5,6
6.4,0.56,0.09,2.3,0.07,10,16,0.99418,3.42,0.82,12,7
7.1,0.65,0.01,2.1,0.059,15,37,0.99566,3.47,0.58,9.4,5
9.2,0.59,0.22,2.6,0.077,31,69,0.9986,3.31,0.54,9.3,6
12.5,0.37,0.66,2.8,0.091,3,15,0.9994,3.2,0.93,11.5,4
8.9,0.66,0,4,0.086,9,22,0.9986,3.16,0.53,9.6,5
9.3,0.43,0.32,2.3,0.08,29,66,0.99716,3.27,0.71,10.5,7
7.1,0.835,0,2.3,0.065,8,17,0.99672,3.48,0.53,11.4,6
7.8,0.2,0.35,3.7,0.07,16,60,0.9982,3.43,0.58,9.4,5
6.5,0.43,0.24,1.8,0.08,10,23,0.9956,3.35,0.62,10.3,6
8,0.46,0.2,1.7,0.067,35,60,0.99683,3.2,0.6,10.1,5
9.9,0.5,0.35,2.7,0.116,17,53,0.99786,3.17,0.62,10.5,5
6.2,0.52,0.15,1.8,0.078,16,63,0.9964,3.48,0.5,9.1,6
7.6,0.64,0.07,1.7,0.079,40,64,0.99538,3.44,0.57,10,7
6.3,0.69,0.08,1.9,0.084,18,25,0.99553,3.42,0.53,9.5,6
8.5,0.31,0.49,1.6,0.075,36,121,0.9974,3.03,0.82,9.9,6
9.3,0.18,0.4,2,0.091,7,23,0.9974,3.27,0.57,10.1,5
10.5,0.51,0.55,2.7,0.091,20,48,0.9982,3.03,0.76,9.8,6
9.2,0.57,0.25,2.7,0.082,32,71,0.99782,3.2,0.63,9.4,5
9.4,0.43,0.24,2.2,0.077,24,53,0.99914,3.2,0.57,9.8,6
7.4,0.78,0,2.3,0.067,15,42,0.99836,3.51,0.52,9.7,5
11.3,0.43,0.66,3.2,0.09,7,24,1.00242,3.16,0.62,11.2,5
9.3,0.43,0.24,1.6,0.102,13,29,0.99702,3.41,0.57,10.5,5
6.8,0.78,0,2.4,0.068,8,17,0.99344,3.45,0.54,11.8,6
7,0.67,0.1,6.1,0.063,25,55,0.99576,3.33,0.55,9.6,5
7.9,0.31,0.42,2.1,0.074,24,44,0.99534,3.3,0.85,11.4,5
9.3,0.28,0.49,3.3,0.093,5,16,0.998,3.15,0.72,9.7,5
12.3,0.43,0.59,2.1,0.08,6,14,0.9994,3.1,0.64,11.1,6
7.1,0.78,0.08,2.3,0.082,19,47,0.99738,3.34,0.56,9.2,5
8.6,0.4,0.42,2.2,0.05,3,9,0.99702,3.2,0.6,11.3,6
6.8,0.62,0.01,1.7,0.08,37,53,0.9961,3.57,0.74,11,5
7.9,0.75,0.1,2.9,0.084,15,64,0.9964,3.16,0.54,9.6,6
8.4,0.36,0.39,2.4,0.073,38,76,0.9981,3.39,0.77,10.9,5
11.5,0.4,0.5,2.3,0.099,7,30,0.9994,3.03,0.78,10.5,5
7.6,0.46,0.21,1.8,0.079,14,66,0.99748,3.16,0.57,9.4,5
7.6,0.59,0.29,2.8,0.194,32,48,0.99596,3.28,0.49,11.1,5
7.8,0.755,0.15,2.1,0.067,32,54,0.99714,3.33,0.67,10,7
6.2,0.605,0.08,1.8,0.091,15,49,0.9958,3.51,0.53,10.1,6
11.3,0.35,0.65,2.1,0.085,9,30,1,2.98,0.49,9.5,6
8,0.54,0.09,2.2,0.081,6,34,0.9976,3.44,0.43,9.6,5
9.3,0.48,0.44,2.2,0.07,43,113,0.9978,3.39,0.85,11.5,7
9,0.47,0.45,1.9,0.071,23,77,0.9981,3.35,0.77,11.9,6
7.8,0.36,0.32,2.3,0.07,28,54,0.9973,3.37,0.64,10,6
7.1,0.73,0,1.9,0.044,16,60,0.99494,3.6,0.54,10,5
5,0.4,0.01,2.1,0.118,19,58,0.9976,3.54,0.88,12.4,6
7.9,0.36,0.19,1.8,0.062,15,34,0.99458,3.39,0.64,10.1,7
7.2,0.705,0.13,6.7,0.076,11,25,0.99538,3.51,0.93,11.4,7
9,0.96,0.22,5.5,0.082,3,9,0.9986,3.35,0.68,10.4,6
7.6,0.54,0.26,5.1,0.087,23,144,0.9976,3.37,0.54,9.4,5
6.8,0.64,0,1.9,0.058,14,28,0.99258,3.47,0.63,10.6,6
8.5,0.27,0.35,1.7,0.074,12,64,0.9978,3.41,1.06,9.2,6
8.1,0.47,0.27,2.5,0.074,24,33,0.99534,3.35,0.85,11.7,7
9.4,0.18,0.49,2.5,0.068,6,15,0.9976,3.25,0.57,10.8,6
10.6,0.38,0.66,2,0.088,6,15,0.9979,3.11,0.75,11.8,6
8.6,0.54,0.37,2,0.075,15,40,0.9978,3.14,0.59,9.9,5
7.6,0.47,0.32,2,0.082,32,69,0.9963,3.3,0.65,10.5,6
6,0.46,0.24,1.9,0.086,18,34,0.9948,3.36,0.6,10.6,5
9.9,0.5,0.45,3,0.104,8,19,0.99774,3.35,0.61,10.7,5
7.2,0.48,0.28,2.1,0.064,27,43,0.9956,3.28,0.64,11.7,6
8.9,0.715,0.17,3,0.092,17,61,0.9994,3.39,0.55,9.5,6
9.8,0.67,0.28,2.6,0.08,23,113,0.9988,3.21,0.57,9.1,5
7.1,0.78,0.02,2.8,0.077,18,38,0.9976,3.48,0.65,10.1,6
10.6,0.42,0.24,2.8,0.077,20,49,0.9984,3.36,0.55,9.5,5
7.3,0.835,0,1.8,0.068,20,47,0.9956,3.2,0.56,9.2,5
9.4,0.43,0.41,1.8,0.08,21,64,0.99652,3.15,0.73,9.5,6
9.9,0.3,0.51,2,0.072,9,22,0.9982,3.25,0.76,11,6
9.4,0.5,0.39,5,0.082,7,17,0.99782,3.19,0.49,10.7,6
8,0.57,0.22,2.7,0.084,17,91,0.9984,3.28,0.57,9.9,6
7.7,0.6,0.07,2.4,0.097,5,62,0.9976,3.5,0.43,9.2,5
8.4,0.42,0.57,2.2,0.084,6,12,0.99502,3.21,0.57,11.8,6
8.8,0.57,0.05,1.6,0.079,25,49,0.99734,3.38,0.68,10.6,5
9.4,0.64,0.22,2.6,0.077,19,58,0.9991,3.15,0.52,9.5,5
7.8,0.58,0.31,2.1,0.086,26,67,0.99718,3.08,0.49,9.5,5
9,0.52,0.25,2,0.077,32,141,0.9968,3.19,0.48,9.6,5
9.1,0.49,0.29,2.7,0.098,29,67,0.9987,3.31,0.62,9.4,5
7.8,0.66,0.23,3,0.084,14,65,0.9968,3.23,0.48,9.8,5
7,0.24,0.34,1.9,0.066,12,19,0.9956,3.34,0.79,10.9,5
9.1,0.36,0.34,2,0.073,48,82,0.99516,3.26,0.85,11.2,7
8.1,0.52,0.24,2.7,0.087,16,110,0.9964,3.3,0.78,9.4,5
8.3,0.27,0.41,2.1,0.067,14,25,0.99562,3.27,0.7,12,6
7,0.51,0.18,3,0.07,12,49,0.99768,3.38,0.73,9.5,6
5.2,0.38,0.27,2.4,0.056,13,49,0.99182,3.52,0.82,12.8,7
10.7,0.39,0.48,2.6,0.082,11,45,0.9976,3.03,0.49,9.8,5
6.9,0.655,0,2.4,0.056,26,35,0.99518,3.33,0.73,11.7,7
8.8,0.725,0.22,2,0.117,22,84,0.9976,3.27,0.55,9.7,5
9.7,0.4,0.6,3,0.094,3,15,0.9968,3.1,0.54,10,5
9.3,0.26,0.24,1.5,0.053,15,21,0.99572,3.28,0.8,11,8
6.9,0.49,0.45,5.8,0.05,4,10,0.9956,3.32,0.65,11,5
8.4,0.87,0.23,2,0.077,14,65,0.99761,3.22,0.55,9.7,6
8.6,0.34,0.37,2.9,0.082,17,105,0.99632,3.34,0.45,9.4,5
9.3,0.46,0.28,2.8,0.074,23,147,0.9982,3.18,0.49,9.8,6
9.9,0.78,0.28,3.4,0.087,12,49,0.9991,3.2,0.54,9.4,5
8.1,0.27,0.34,2.5,0.066,4,11,0.9952,3.24,0.66,12.4,6
6.5,0.83,0,1.6,0.095,6,14,0.997,3.33,0.54,9.2,5
7.5,0.58,0.02,2.1,0.059,17,88,0.99717,3.4,0.62,11,7
7.1,0.78,0.05,2.8,0.074,19,42,0.9966,3.31,0.55,9.4,5
7.7,0.98,0.06,1.7,0.075,9,23,0.9969,3.48,0.44,10.3,7
8.3,0.53,0.15,2.9,0.095,32,76,0.9982,3.23,0.57,9.9,5
9.9,0.74,0.21,3,0.087,21,67,1.0004,3.38,0.57,9.5,5
9,0.35,0.33,2.8,0.079,27,61,0.9976,3.3,0.58,11.5,5
9.8,0.41,0.49,2.3,0.084,35,152,0.9976,3.21,1.08,9.3,5
5.4,0.32,0.31,2.95,0.093,14,38,0.9916,3.61,0.71,12.6,5
8.6,0.58,0.2,2.2,0.092,21,119,0.9972,3.15,0.49,9,5
7.1,0.59,0.3,1.8,0.073,27,70,0.99648,3.3,0.49,9.5,5
7,0.7,0,1.6,0.083,23,54,0.9968,3.47,0.56,9.8,6
11.3,0.41,0.66,3.4,0.075,5,11,0.99672,3.22,0.72,11.2,7
8.3,0.28,0.45,1.9,0.063,13,49,0.99418,3.26,0.82,11.4,6
10.4,0.43,0.43,2.2,0.074,30,68,0.9987,3.22,0.57,10.1,6
7.5,0.54,0.42,2.4,0.082,21,66,0.9964,3.55,0.47,9.7,5
8.2,0.5,0.3,2.5,0.067,18,98,0.99914,3.32,0.62,9.5,5
6.9,0.22,0.23,2.2,0.074,7,26,0.9971,3.53,0.87,12.8,6
8.7,0.49,0.24,2.5,0.074,11,43,1.0008,3.16,0.49,9.5,6
6.5,0.47,0.13,4.2,0.061,16,40,0.99587,3.36,0.65,10.1,6
7.2,0.76,0.19,2,0.086,11,42,0.9956,3.42,0.47,10.9,5
8.7,1.04,0.24,2,0.095,5,16,0.9964,3.04,0.48,10,6
7.5,0.58,0.06,2.2,0.078,28,89,0.99728,3.35,0.52,9.8,5
9.1,0.43,0.6,2.2,0.095,21,43,0.9982,3.3,0.57,10.2,5
9.9,0.39,0.31,4,0.079,4,15,0.9986,3.4,0.61,10.9,6
9.3,0.52,0.24,1.9,0.05,13,49,0.9976,3.26,0.54,9.8,5
9.3,0.39,0.4,2.4,0.114,14,119,0.99708,3.23,0.67,9.4,6
8.6,0.46,0.27,2.3,0.079,27,43,0.99516,3.17,0.85,11.7,6
6.7,0.725,0.08,1.8,0.117,14,23,0.9955,3.42,0.57,9.5,6
7.2,0.48,0.4,1.8,0.114,5,12,0.9968,3.44,0.64,9.4,7
7,0.735,0.05,2.3,0.082,31,54,0.99395,3.36,0.44,10.4,7
8.2,0.24,0.42,2.1,0.072,16,29,0.99616,3.33,0.7,11.4,6
7.9,0.655,0.1,1.7,0.087,17,82,0.9962,3.31,0.45,9.5,5
9,0.4,0.49,2.4,0.085,21,122,0.9988,3.08,0.6,9.6,5
7.1,0.775,0.03,2.2,0.08,17,56,0.9963,3.42,0.55,9.2,6
6.7,0.65,0.07,2.1,0.102,9,24,0.99564,3.35,0.53,10,7
7.5,0.57,0.43,1.8,0.089,21,58,0.9942,3.08,0.82,10.3,6
8,0.48,0.68,2.3,0.414,5,20,0.9966,3.3,1.06,9.1,5
7,0.67,0,1.5,0.08,17,43,0.99478,3.31,0.52,10,5
5.3,0.885,0,2.1,0.123,13,31,0.99396,3.56,0.73,11.2,6
12.3,0.315,0.66,2.7,0.095,6,31,1.0004,3.05,0.72,10.9,5
6.8,0.5,0,1.9,0.057,13,26,0.99448,3.5,0.45,10,6
8.9,0.5,0.24,1.9,0.056,38,76,0.99472,3.22,0.59,9.2,6
7.4,0.55,0.14,2.6,0.079,29,66,0.99714,3.16,0.59,10.6,6
6.8,0.69,0.07,2.1,0.067,25,48,0.9954,3.48,0.75,11.3,7
7.8,0.55,0.12,1.5,0.076,5,28,0.9962,3.33,0.42,9.4,5
8.3,0.43,0.3,3,0.095,19,98,0.99822,3.25,0.56,9.1,5
6.2,0.46,0.24,2.3,0.078,6,20,0.9953,3.54,0.6,11,6
6,0.615,0.08,2.1,0.093,16,44,0.99448,3.48,0.67,10.4,6
10.2,0.4,0.6,2.1,0.061,12,25,0.99702,3.28,0.68,11.4,7
12.5,0.615,0.66,3,0.083,6,15,1.0026,3.2,0.66,10,6
7.9,0.835,0.29,1.9,0.092,16,62,0.9966,3.32,0.62,9.2,5
7.1,0.62,0.12,4.65,0.072,21,65,0.99746,3.42,0.64,10.9,6
7.8,0.53,0.14,1.9,0.106,13,54,0.99586,3.19,0.57,9.3,6
8.3,0.84,0.17,2.1,0.095,5,19,0.99855,3.24,0.55,9.5,4
11.9,0.3,0.49,2.5,0.1,16,25,0.99476,3.05,0.85,12.7,6
7.5,0.43,0.3,2.3,0.062,27,46,0.9973,3.35,0.65,10,7
7.5,0.27,0.53,2.6,0.095,8,23,0.99736,3.28,1.13,9.3,4
8.4,0.31,0.36,1.7,0.079,21,59,0.99728,3.34,0.87,10,7
8.6,0.725,0.1,4.5,0.117,10,19,0.99586,3.1,0.49,10.5,6
6,0.51,0.15,2.4,0.066,38,51,0.99512,3.52,0.93,10.1,5
8.1,0.88,0.26,2.3,0.084,17,44,0.99746,3.3,0.55,9.6,5
9.4,0.28,0.52,2.3,0.097,5,14,0.9988,3.26,0.82,11.7,8
11.9,0.38,0.6,3.3,0.093,8,23,1,3.16,0.69,9.5,7
10,0.49,0.29,2.7,0.077,13,49,1.0004,3.25,0.59,9.7,6
12.5,0.36,0.63,2.6,0.101,9,42,1.0014,3.08,0.82,10.9,6
7.9,0.47,0.3,1.6,0.071,16,86,0.9964,3.46,0.67,9.2,5
5.6,0.74,0,2.2,0.048,26,52,0.99562,3.68,0.82,13.2,5
8.9,0.78,0.3,2.2,0.084,16,63,0.9966,3.3,0.57,10.4,6
6.8,0.66,0,1.5,0.065,5,13,0.99162,3.47,0.49,11.3,5
8.1,0.5,0.3,2.2,0.076,30,98,0.9973,3.2,0.57,9.2,5
7.5,0.36,0.32,2.2,0.08,25,67,0.99725,3.38,0.62,12,6
12.3,0.45,0.49,2.5,0.094,5,31,0.9994,3.05,0.76,12.4,7
8,0.24,0.34,2.1,0.068,10,28,0.9968,3.3,0.86,10.7,6
7.7,0.46,0.26,2,0.079,27,61,0.9964,3.3,0.62,9.2,6
7.7,0.48,0.21,2.1,0.074,34,98,0.9966,3.52,0.71,9.5,5
12.8,0.66,0.49,2.3,0.1,5,19,0.9994,3.1,0.59,11,5
7.4,0.53,0.14,2.7,0.077,32,64,0.9964,3.39,0.62,10.5,6
7.2,0.39,0.13,1.8,0.079,19,48,0.99514,3.32,0.65,11.5,6
7.8,0.935,0.25,2.7,0.074,12,50,0.99656,3.27,0.57,11.8,6
11.1,0.82,0,2.8,0.066,15,34,0.9986,3.24,0.56,10.8,6
7.6,0.5,0.05,1.8,0.116,3,9,0.99655,3.38,0.52,9.7,5
6.7,0.56,0,1.7,0.077,34,54,0.9948,3.6,0.63,10.9,6
7.7,0.34,0.32,2.1,0.062,16,86,0.9948,3.29,0.7,11.4,6
10.6,0.41,0.54,2.2,0.078,6,14,0.9987,3.27,0.77,9.3,7
6.8,0.58,0.14,2.5,0.058,9,22,0.99378,3.37,0.66,11.4,6
7.2,0.715,0.21,3.3,0.08,16,61,0.9955,3.48,0.58,9.5,5
8.9,0.75,0.2,2.9,0.088,4,9,0.9994,3.3,0.52,9.8,5
11.9,0.545,0.66,3.3,0.081,6,35,0.9988,3.2,0.57,9,5
13.2,0.4,0.53,2,0.102,22,49,0.9994,3.25,0.93,12.1,6
9,0.37,0.45,1.8,0.241,29,66,0.99685,3.35,0.84,9.8,7
12.8,0.63,0.49,3.6,0.094,6,15,0.9976,3.14,0.58,10.6,6
7.8,0.36,0.32,1.8,0.066,17,82,0.99612,3.36,0.77,11.2,6
9.3,0.28,0.24,2.1,0.064,6,22,0.9976,3.12,0.6,10.8,5
6.9,0.64,0.06,2.4,0.078,28,66,0.99488,3.61,0.53,12.3,4
6.3,0.66,0.1,1.7,0.063,14,28,0.99748,3.54,0.74,10.3,5
7.3,0.65,0.02,2,0.077,5,105,0.99855,3.12,0.44,9.4,5
8.9,1.04,0.24,1.7,0.097,17,91,0.99842,3.21,0.49,9.4,5
7.2,0.32,0.36,2.3,0.063,4,10,0.99437,3.36,0.44,11.2,5
8.3,0.59,0.24,2.2,0.077,21,127,0.9976,3.12,0.51,9.6,5
8.3,0.45,0.49,3.6,0.07,6,24,0.9974,3.08,0.57,9.1,5
7.8,1.035,0.21,2.3,0.08,30,134,0.9964,3.23,0.58,9.9,6
6.5,0.64,0.02,2.1,0.08,21,119,0.99613,3.53,0.53,9.7,5
7.5,0.46,0.24,3.4,0.077,7,16,0.9976,3.37,0.52,11.1,5
11.4,0.475,0.66,2.3,0.091,6,17,0.99704,3.07,0.66,10.03333333,7
6.7,0.69,0.08,2.1,0.122,14,21,0.99552,3.41,0.72,9.5,5
8.3,0.28,0.28,2.6,0.104,31,72,0.99824,3.38,0.74,10,6
7.4,0.33,0.33,1.7,0.06,27,63,0.9958,3.43,0.75,11,7
8.4,0.28,0.48,2.1,0.068,31,69,0.99502,3.27,0.67,11,6
7.1,0.96,0,2.5,0.064,3,8,0.99554,3.48,0.6,11.4,6
6.6,0.66,0,2.2,0.089,18,38,0.99358,3.59,0.56,12.9,7
7.1,0.43,0.3,2.5,0.07,40,55,0.9972,3.42,0.85,9.6,6
11.9,0.45,0.73,3.3,0.094,14,27,0.9994,3.18,0.81,10.2,7
8.1,0.8,0.26,2.7,0.079,18,34,0.99616,3.3,0.6,9.5,6
7.7,0.84,0.01,2.6,0.084,13,81,0.997616,3.24,0.51,11.5,6
9.1,0.28,0.48,2.4,0.076,3,15,0.9976,3.31,1.03,9.3,5
6.7,0.39,0.21,2.4,0.092,32,44,0.9953,3.61,0.44,9.8,7
5.6,0.64,0.07,1.8,0.054,30,51,0.99479,3.71,0.71,10.5,7
6.8,0.32,0.25,1.9,0.058,21,77,0.99499,3.36,0.49,10.1,5
8.4,0.66,0.24,2.4,0.084,26,65,0.9976,3.2,0.72,9.4,5
